youtube_id,label
vKclOIReV5w,6
wwri9znosdU,4
4q9XMVg1Bic,12
UjqqhE4SAwg,13
jSh6VJYRV-g,16
aDPUqnBnHmw,18
CtLltVqpWNA,0
klGbqd23boM,6
SWcXL0cr2iw,8
9OP-Z5J3jJQ,19
UsvlfKXvoP8,11
jkmppVTD7fg,1
DYjK0oFM2dk,5
a596v--T1NI,6
tWcZ9H91HXo,13
m48Nt3wjRXQ,18
kE0qN5rSWUE,0
DgPyHvGPGyY,4
4EvMAimEl2c,15
2FWYE068Niw,12
1vU2dYjFkTs,14
zPTnxRVtTjo,6
476DqT0eCdQ,5
Fj14uxSTaio,9
WrxJRebpzV4,13
vH-Lva-DW90,16
8rNaCGL7uTs,2
31QIvosCVZw,0
qYcy7qnQRDQ,10
kKuYXphrTPA,17
wP0038m8bSg,7
J2pwoJXxOD4,11
hJrmtPyWG2k,5
4uVxzpXjNFI,5
BkPnh32UaHo,3
aEpDPR00RR8,2
3VoXKQSzcOs,10
Yc4YNsdsWrs,11
7OXdwtDWOdM,10
6F5C1YOj33Y,16
YvXbZ1RTYDA,5
ZZq30L-EIVM,6
ntDVsrINJCM,12
lHh8Em2MohI,12
qe2a7Cph1jY,5
YydNn-Dr38w,5
lZOfMduaydo,12
bDlztaKJZjE,0
SlIm7UjWcKU,3
I1K90CTL180,8
YkEFCNl9lFk,0
HiUYgIElhVM,0
NjepDxF-Q2M,12
aY-m8VDAtN4,6
TqRBAS5T2JY,2
9EooVNwSBBY,4
coSzzKdb8uU,13
wlgzwLGvko8,5
lFIhGvZtY1U,11
iyF1UoCIH7Q,11
ZRSR0HVgUOw,11
rG75qGXdlcg,13
ZWWdMp9DxiI,5
cyPBXEjPLvY,5
JM6dkL15qJ4,10
rr4SYibAurk,18
V1UwDX01MUQ,6
KPm6HBHPoYk,12
cGyqB7zwIjg,3
06FKXtuErCc,14
hvDg0j5JAwQ,4
cGcBh7aI480,11
ZEXBMHdFaoE,1
iV5u8MJetoU,11
eNq8r4S5jSk,16
5ik5f7rOtgU,10
r8zwMZsYQGA,8
WR0P5mSM8oM,8
hsqTwKvGZYs,4
6E40eQqeSUs,17
qYXljToHAnQ,16
BMnff-AMGhQ,2
5kVJlNR2c-c,8
A2bNrvS3lyQ,6
b-7E1hkHpoE,18
znQWIuBUrRI,4
2qh2nVrRzbw,17
dAah8xPwr-g,4
XT1d1Ecyqr8,4
wyiBjWZlQDs,3
eh951TDefRM,3
D01dmHYACz4,6
kPvVEBWnAb8,4
l3FIajCJqP8,15
-vv8EhbjM7E,17
5LABFsXbiUE,16
hNlE87rR9as,16
WcdU9qzerQg,3
m-APsmKQwSA,5
KeOkjMaA4F8,1
bXNv2KpVOE0,6
D-fkS81-a3Q,13
C7KyFnNNNy0,7
PFWwUdp1hBc,15
XLX8CehuDZA,9
senDVDo61B0,3
em6TioQwyAg,16
luvW3J5fax0,12
krKQzOas89g,9
wbfqHLqdhX8,4
OPJoNtJXfk8,7
HiPTOw-gZYg,11
ck7BdprqdtA,11
2KWWogyb6zY,18
6b39GSXqCZA,9
jGKuSMkJvTY,3
pZWHME6hiv4,9
Np4bHZjcfuw,13
jzOlND5SU5k,16
xCplsH6deic,19
np2Hi-nSznc,12
N7ni6eE-SoY,19
O6nlCVVV5r8,8
wnqsA751OCY,0
LMvTKYBz-f8,6
yICKCyxXkzg,18
S52Ofejeot8,16
dAfmMHSyQfE,7
lhgA6NzAv1Q,1
V1eT9bODsV4,11
emu25nWf2Do,15
sIeSyXEKP2Y,18
NgGEIJHhlhI,2
wYllN3fW8v8,13
sHlShj8o9MU,15
EPoyJ50sjmI,2
iuPBDibzaIc,5
-D0Ehift5UA,10
XU4yGpoOAFc,19
5OcriTedY7M,4
-P-yHNnMUyo,3
-kbnAxb3PzQ,1
TLTdjnr9FFo,17
ocdF0yi2rqo,4
LBlXTHy8ogg,9
8hyh0Cr4rz4,7
pem8BpCspUM,19
F5OLkwa643M,3
YB431uy17mg,10
zdmVHu-Mnv0,12
b3Mv24TWdXg,3
skId7c-pdRs,12
uRfTfKgX9V4,11
CuBH9zDaHmw,10
lRC7bF9SYrY,6
YqGpH24RZqo,16
tNsYfPQBJDU,16
diMPclOCfAY,9
jJyCW2zkRVQ,7
0EpoMAmeJIw,6
YXvvpkoRbU0,3
HqVupuaRe4E,4
PEkq7uEh4Sc,3
ZRJRzGrCsUI,1
EPeo28ZWlCM,14
vF62BoLDtAY,8
EDXJUW5Ko0k,12
WZ-yUQvj55g,5
YDnDo6jk1gQ,8
ZZz0SnM-Fbw,5
1t5-ldt9oe4,3
y0-cfYx5Vl4,8
9RQd8HwsBC0,7
YitfVgoqdno,15
rvvKYszyT6I,11
pt1cxv3U94k,6
51U-fE1HuJQ,7
YI4rxAdGxZ4,5
KM3ntWHovQI,6
MHUcl8lnP2o,16
WP9WBW8oFho,15
iziwxLO9iYk,4
opo8Dr0oTXI,2
wAtIKGtdvwg,11
B2cFdw-MvHU,15
ButR3tCWyg0,14
4fOqzW7l9IQ,6
tv8drdaRWL8,3
7SFIERp8KAc,7
GQJjZrdu3X4,5
lzrwHWnTmFw,15
B2zPsSQAFJ0,4
ZPF4MXkbpRk,3
ShYm5g8j17U,10
JJE0DqfVqdE,11
0taRnclytGA,5
6V1mLBmGpTg,0
mWjQ00Oqr5U,1
hqwCWdrZBdA,17
z19qtox7r18,10
gv5nr0EDwXM,12
WDPZikZoXys,8
yEy-DkTtVYo,11
Y01G3VHM2D0,8
RcgphVQBdSo,2
1XtdtLcNCt8,6
ZlDKTirCtt8,16
LVaKbtazxL0,14
7yPdPhJSUS0,1
Fp9sKHw8PUs,15
PHYZF3rWpo4,1
eB4MgjBmv1c,4
FZxJazgJoHI,8
9RpsT49Hc7c,9
rydmsNIFyyo,12
RdymYtmQh9s,16
HPIH5n9g3Qc,1
QPeO-h-vwn8,5
DKdeK8j32Rg,17
qlF-kz1rJSc,3
JjafjetxWME,10
Wpmsa1FgQlc,12
O2QMsHQbSTI,11
cSxwVc8xNSk,18
vl0arG1714s,1
C5KcdwGSvbw,6
dymIYVS1Qa4,11
t9RnwJOcy4c,5
dGt-ZPeJ4r0,2
Pzl6sd3lQ9E,2
pusnoxTydas,9
hjNWF7QelNY,10
AQyagXtC6k4,15
z8XrhkqIlHQ,14
QWRWw4Ger-o,5
8nryYWivhoY,4
OgLiC3IoSr0,3
Bni3X9c9JSI,4
GfQIkA9rxxs,6
j5DLjPVDotg,2
ySJhi02LFeo,17
i6C734LA1Ug,10
AhyEJHasue8,14
IRm6dZab4yo,2
rK2w3AM-LjI,1
srhyr4NrrJg,4
02QplMWeNhU,16
gu3uGPZvQkc,6
CT1EG4spwdc,0
SfAv3T06gJQ,12
LJwHUFORWbk,11
joJKHj0nFy8,0
1atLOEBiXzs,7
EaBkCKYrg6E,2
6WSS1nRYR8c,5
o8Ba2FXWnTM,1
1zBfMrwszgc,19
u2Y2E8lQaeU,1
ctLpRHBUBQg,11
0-r7swaqMc8,2
RbYsbvSKwhU,13
ggE1iiM7YTs,2
IAzMEfDcdi0,11
IbZlthDob5E,5
bT7J1yCl5Zk,8
oAkQd1nwg5w,18
0TFD222QOOw,1
HZen6M9g1rA,15
zrPxjYxdTt4,6
q1Tpx43qsug,5
w3LjfsaYHWo,1
xLCWvq9mEms,1
1X2Sp8YnhPM,12
1oaWNW8uE0A,2
d0lSgb6mihA,2
XZ9p8JYRUUA,18
6rlApa2JiQw,4
Mj0cK7wQ3dE,2
wfR5XlIlWas,6
m9L24a6-wac,14
IxJbbTt8Gl0,4
55r1I69n1E4,10
WTE8BS7jHJs,12
qyjw13RCjZk,17
U3zBJlXuQ5I,18
COn1L2IqeHk,7
iOjFFStBoTw,5
FyY7haEqPo0,2
s0-lqlreqrA,5
H08bULDARk4,0
8lOJ5onF9Ws,13
4K6HdN32ULg,5
N07RytEusDE,14
4fUpKardmOc,4
sRWnfbf7wmc,11
FymUAhpnd3A,4
mt-kMUxYtss,18
TMHVLvcPKWU,14
yPyUXGwerZk,16
GQunIgaTW10,17
-i-m7UhgECY,18
Qt2YOZ-OMYU,0
BF3ZM5l4dZE,2
U4GbcYgUnW0,10
4URS3c09XaE,5
b7n63qQJzig,14
NmyGyYUxBgU,11
qbzZzbEwqBo,1
nBLJxn4vyDU,10
J790tmM2qAQ,15
gOI1G-XZjPw,5
PtSaKUQ9BCQ,3
CQHL-L-uAk4,5
sOWCNs-Z5KM,18
3imVUajXx1g,16
XWgXpFFwO1o,0
CwVS9h3TL4U,10
5tIf49lqnUk,4
LSv7LNabsSE,18
tKQdX9OqT5s,11
HaibapKeAN8,15
ynUvejNnkK8,14
LKXrK68a2O0,17
-ZqM2HM1WgI,15
3KXsfxdUAJ4,7
y3cnfTUrhNg,0
mY28sM8ABmM,16
rXMkcB3mPv8,6
M1DlfIzJt1M,7
Rn7YzbBRONY,2
onsngYLcq70,10
dWJfilciSRc,4
9DhvRhcOEvM,12
xviU-7n9UzQ,8
x6YO5XhjRXg,0
6bsDTn3JqIw,15
5LgaXYu0ByM,13
WJipgy0vUWE,6
dv0athuwQ5U,5
nISBzS9yAnw,16
LUne1INc2AI,19
QjmoBFZkJD0,6
SckKHECc6QA,7
UepcBahOMHs,2
KdtSN7Zl9WQ,14
0jJ92N6nrdY,4
nx9aMOjmFgo,0
c1njd9sG8D4,2
k4M3UTWRKCM,14
C1MU1YPGMCo,3
AHDHlg-uQfc,14
lM77TZPToxg,8
5Rg1PGRV5fM,16
VzPHDiecacQ,6
NZXQdvhApi0,4
J09WF678YSI,7
Hm4CbyVjPy0,2
dX73I4hBKVg,11
Q2hZdarLFBA,1
Z8dqWIFqoN4,4
NHOs10h0dVQ,11
5JfyHMb3N-8,5
MsGVEtSPPdg,8
dgpL0p5dbV4,10
hxMQIGCu8AY,5
e2cOxd9Bytk,18
tO7Su-0vYJs,15
Zp6ImiBPcwU,13
sMtNPtNneAw,6
mZD2bAVuSLY,8
MapEXqewO6M,2
KtVgcY11IfA,6
13r8qIxHPJU,6
JPQQE14eWdQ,6
kzsdfD5X1wg,11
Guv8-jyjE2c,17
kJKh8oh5PnI,8
8yPKT7m0p38,4
WOolqlvXDuA,6
x2TQMPAXr2s,8
lM26XgRL4LM,0
DErpid6zOug,17
jXYK-hYALPI,19
VNsfuCCtBjM,15
0OXrSYJnoVU,3
OIxGJAWQ9A0,10
TO8mXtdSJVo,17
3RlVP2LjEaU,17
5ynQyEAKgZs,2
LwE1D8NEO9I,12
zIiPMv4FpGg,19
jGmd1VYSWgA,8
dbuoXqPLuPA,7
3BowOUQVDsM,4
qJDeqbziGZ4,2
QOnfbxoNSLc,14
90AdJGxg7Cg,0
kNF6a44Z8uo,10
msARxvR8G00,16
rAow0EOvxo4,7
y5CJ0o45mZ8,11
wmQiRptG3-0,6
qZP-deIoMB4,11
MWTwVbPaBV0,9
oRjuIFw1PJ8,3
DAxObFHHQBs,16
GP-1rp8-96E,3
4y-oN8xS82Q,18
ZEq7PMP3EIA,8
dc66lwiU9zE,6
a-N-WyN9wXk,8
R5kPGTYTOYw,2
S14vEyTpD1Q,5
Nr91kRm2fJo,14
Fa0jBfRwGEc,16
zER32lZ4ObU,5
zuv9er92A6Q,0
bdWZzcliu10,11
LEbPgIM7LO4,3
edmh02IRwPk,7
rEjQeSNrO5I,2
Hqp1r92YQkw,5
ntYDtL7KDQo,16
jU5vYZvgaHQ,4
NywklvvmXuk,8
RbV6nKWTDEc,16
IayzNPKIh04,18
UbrRGUT-N9M,9
WdfZunGhE7Q,10
7JbIsJb2JFo,14
l0cn7tAvI4I,17
AynUBr5UGnI,14
xc9kQjiWrTU,6
OcwWcyPMet0,16
KvZ9skc-5hE,16
OPNsAPmfO1A,6
6RvdQkH00QQ,8
V7uyONgyX2w,1
zrxcqxov7Cs,11
iYEJaC9AlLY,8
LxfQiie5SLo,0
rsh44x1VI4M,4
gkj8K9pug8w,13
PbITNwGmOLQ,15
vdfI-T8hXN0,12
3UaJ2AsNdfk,11
n2sm8jw-3E0,10
5pm79ApMfxw,7
MDvCkJfV-N4,16
ujhybD7KLZo,8
93AHe8WURkE,14
FYWJ26AuI2E,3
0B7YiFODRFA,9
BjL9GJGgcJ0,17
C5XuleNX0ag,10
I9Ptscvez9E,1
lYaUMsXoTkc,7
dxaxxd03fBg,0
HqtnuF3A5Nc,10
rjk7MFG0j-8,14
zkrFIuj8gYo,5
ry2eVdatGHY,7
Y9-8oU-XloY,18
Gm4V7L8aFc4,15
UOrLCy0VSUE,14
o43HV7ktKx8,6
B-PzIgCc0MQ,14
T7DZ9bN2oUM,3
dD0e0w1ippY,6
AURqgWSDPMI,10
nF6iFZ6H7LE,8
67rH90edjlQ,17
yR5eKwOpd8I,14
JGqODR5cMzM,0
z2rdsytTow8,18
qJphTDHjvrc,2
KZJGmLysXKI,11
yRFk-pMlxjY,18
GQmBJtw9bvo,10
ARy-T3Tfulg,8
t8GBO5x2Ik4,0
j6xKZvEzgmw,6
lZUc02bxUgg,9
bZMk2x101hQ,9
wZrjJ4AGt9A,11
zDmGdgYKJG8,11
CRn0XWkbRRI,6
djmIv3htVwc,11
1m0gNjUwrB8,15
7cbCZpycFyA,0
kXFTW2uRUJ4,3
B4paUaffQgg,7
NZoszxu10L4,2
-pwPqc5PyY0,4
VFTWNtWfIKg,12
7nuf-KGwHTY,16
UDK9eujh9bQ,0
64bvzbaTd-k,19
mp3q2FzAw6U,8
pt2OAsyF8XU,5
QKBlUS2Xf3s,1
1F5sUAkqy5s,8
BFmEYJwwpW8,6
OesVOA60Uh8,18
6G3XtxZeBR4,19
Z86yQdAnAi8,4
03D52lUTeEA,17
Vw2O5tnqrFY,17
nYTadN4tO2k,11
zjlsXhfS0cI,14
z4jJZklHHoc,8
2P2z9dhQTFw,18
9lBLNqz-AVs,5
y2-0hFY9NSU,19
3OYhq6HbJ4U,7
vQqXfGtvYkU,11
FSTrk4uFHZ8,10
1qI0CuOfSfM,4
q6XSYpPDjmU,9
TFbJk0jEcz8,4
hdnjV4A-lQo,15
Pcqj-7iBwL8,5
WIegDab9tig,0
lTzs88NjYgQ,5
rFKA8fiMbn8,14
fX103bXj8fo,3
v4aBke1vHeA,14
bd2vzsHMq04,14
mlKaXPTJ-gU,8
cqXQFQhzOLI,11
osDp1pctihU,10
lBwftwhGO4A,14
oCGBrJNSkVg,2
pueTEOhb9xQ,11
GOqBfn7HdDo,15
V-3brCrZxYg,11
C2j-1M2yfMI,12
JBX2Zw7D0JA,11
MrTGe6luH5Y,0
-Vcz99PhxgQ,5
RWGEc0dxjLA,4
kS3sa8JaA9g,18
dxjAEwXreAo,0
PcMDaBAOcaI,16
gb-UWwXFQeU,3
YJEypVn6Yh0,6
VSnmzdr4hTs,13
kS8ma94beRA,6
NprOkfZmS-s,9
3HqAkuv3hPQ,0
IsW45xrM1sA,3
tymbWEjtBrA,10
se3ir5JTyQg,14
oBHtkjQnZeA,18
PJzNiNy5NUI,2
Is7GoGN4ph8,2
dikVrQpsIUg,6
Uci8kXgdGS0,7
-EwnDeu0BFw,14
AYkcuOV0BLs,12
xwiCdYSIGzc,14
DmzpUHC8vw8,16
FQlJOzG0HII,7
Xdb6qvhHSBo,17
Me3cwl-NPGg,4
aJwEOj8b3UQ,10
zdO3ViQlV1Q,12
K04uEvvCPDY,5
486bOrv3Aww,18
bfgxm2SD7Iw,5
jPkqKGT8AC0,17
B5A7dalbvF0,0
pkPKmVEVSv0,8
BAfL-0ixNEE,2
19DdD2JaU-Q,1
jar3ulfgegQ,2
D9qRQm52NeI,5
CQ5z7Tv2fTw,3
Ry2FySaS5uw,5
xkHHcEeZmUU,16
i7SAVqA-3Bk,4
ADX9gSvLum8,15
p3Gduj19n3U,7
q2Ex31CLj5I,15
kRCq0ByT1Lk,5
kV-3tSI4eoA,12
Za3nVhe3eKs,6
L7lYj-PYtfA,1
YW8WfjRc1-c,12
YZvOKChhBBE,10
hiyb4ms3mVY,10
yRZy5O85iVo,6
y4HyoWmZqHA,2
hDlezHQiD6M,11
oVi2i2FFCys,5
pZO8fGW9VuE,16
SDJ15HEV6s0,6
ZVJsqS3thAM,18
JmzJ37j3rME,5
gi4xegEBhdU,5
hHKVupcZJPI,16
ZOMirN2npHM,1
8jAiyQ6u3wI,9
eHJ4yHDzV2k,3
xDj3w94F5bA,18
6gZj0svEE7k,1
hCZhUXK5b9Y,17
JlQhczp-lgE,7
wqPSQnPMvo8,2
4yF-phEhsQc,4
cfqVt3NlEIg,6
yCzfnF3x-VI,19
L05-sPcoVmk,11
XkPfLOUNyeM,18
FXvbZDwpCYI,14
9GBf5z9UiWE,5
LH2EV7gNDiM,4
L2b8iid80G4,10
JlOdlLGd-Kc,14
9CqxdswFl6M,4
iZ3l21cdgBE,17
3AIrtHUiuX4,8
QiW5jTCnx-8,6
1vxvLu896u0,0
EUKi0zGIRbo,5
AjmvBWMgnP0,3
DN5X2-FY-vg,6
Al9PJIJ8W4k,7
qvAOr7PVYis,4
zFWB4tm38Ss,18
1mxNs9n5C-o,6
oa6TGHuwq6A,2
1cCusXOOuLg,9
8ueAnH8XpZo,4
CuCD7ld9S1M,9
KTqslanqVK4,12
Ed2PiPhusvc,11
6WttRzbD3Oc,4
IUTJDuzUZKw,10
xKP1ewy9RGs,16
6tTjQDgQxjQ,4
SFi-H6c4y58,15
eZclV97sMnY,13
UI0eUwy6DsI,2
cTNZveYRl1Q,14
zzNqWSYjzOo,8
lX5pBl1ZMmg,8
3GQRWuFZtRc,6
0NBXx8Am5js,11
9Jgddvi4CPg,16
H-F7XkBeBuI,12
N4B3X09eymk,3
2i7ryGAfEOo,12
0VI-q3WY5Mg,19
flDBYE7xpr8,5
jOnH4u2CeSY,13
prmuboge-zo,9
LkdAjjTEBQw,0
efZdWOZ8nuo,6
odP1RthtVeQ,5
oYragDZ0HmI,0
AcB95TspZZs,15
m1CxJLecK5w,7
z8rdbgJH4Ys,6
NNnPq7BFTBo,6
lSxB0FX3tDQ,16
YNJ2ONPbj9A,12
sGw2Wnq9mcw,13
JGxihZQ3TAs,5
eKb0AgYBHIo,10
7aKU4U6VkeU,9
ax4dfvT9hEA,4
981I6esF4NQ,6
D1JD93DcCi0,8
neXqp0kJO9I,13
Xl8dTBLcnqE,3
pY-Q3UQnzgw,6
VfTGP2RQ4tY,11
6Jv5hlnknzo,18
OrVepjiXG-4,7
MbHJgGv5pkw,19
heROqPYKGdQ,16
gS8ASxdgGtw,3
mcTVgkJz83A,7
sF92V42XrQk,10
ennFEfSM7kM,5
KC4ZI7q9lME,4
96MHfz4tXHs,4
HufjbSM4yXA,6
cESJEugWLHo,8
jqsnpD41SgY,19
aRNwOZLqyEk,14
SThHVzKgGmQ,14
bIGTrRJ6Chc,4
PtVETT-rUQw,15
bET4HO7m5iE,13
KeMyLHQiTCI,2
BVq239zRvtU,8
rrPkrB14Xzo,9
UO28vAveWOw,3
jvNhmB1XHkc,5
h7j-0e3kviA,18
NKBdERxL6j0,14
FP9xMSYjxoA,18
wTpF5DvkZ6Q,11
uMF6-WvEl-g,4
h7cyy3JrvOU,15
png34PYKWno,7
RFaurTGg18w,5
GSy8uxjkrzA,4
KBMvitQaXzE,1
eTLFHdzjmb8,11
FRkh5zMSW18,1
gYCGpbhVknw,11
p8WkqxentLQ,3
lbwoajYtLYE,1
o7OutMwhP9g,3
I2xaDoFKCb0,11
G11OUBEdYxg,2
1Xw34aPweTY,16
vCBgznQc7bg,9
RsW-4C5FHsM,5
pRiSCaKsRr4,14
5TZITQ90kMQ,17
B5kfKYkQR-Y,3
mv5ZNxYGzQs,13
qYrtjQd6xpg,8
XnoZ6jqmFSk,16
h8N3s7O8l6k,17
ofAJ7qXRCqI,14
DdeBr7VfwPU,11
EFct3fzI2ms,19
v95Z5WZJcmc,16
NKsEKNkQivE,1
x1xIOEMwiyE,11
NVdUJ2BHnaQ,10
ASGgrh4bKTQ,9
uJJLuvkrUCY,16
Pi0PvdqzFX4,11
AimYTXejnNE,2
bqQzzSqTKVY,5
oCoin8WrNmg,9
cY0uW5yd0y8,4
pOXPDBfb73k,2
qduxi3q7hbk,3
rI1DIsofr5E,5
-OFWLf1OOzg,11
hHdVIXYJpk8,5
gp1WV00tgwA,4
Uzhp36br998,6
jNlrQUYn9Jg,13
TgAkcaPXvKM,19
-O86lKfYeIk,5
X6Gwu99sbys,17
9Tiks1tIpb8,7
g00ZJNYqpOA,10
55kgtFeVLrY,10
rnrzBNGIWAA,12
8PfUPWPk9yU,9
wOgfluNN0hQ,7
XZ69HQSuAJA,5
vJsHRERQ3sA,14
V9EnlswEGJk,14
WEMwPmTnOhI,6
o1S2VoH3stY,7
sM56pwKaf2U,3
B6qwr1Pg1WQ,2
hCUFk00Fy1Q,6
81v8eCRLXQA,8
-xQMNMEk2RE,2
CVeKXvpX7xk,8
Y6rijTO7oLg,17
HaV7hsVWDxU,18
RFE7qdhjgXc,16
REleq0hsOO4,6
xUKWc5EkXbE,10
xmbdFDv7Cqs,10
BVkLqAa9hfk,1
FzRZtw4krvg,1
BvjDYKFngfo,3
0t-YfvZNdks,1
iZclzctVTj4,16
0XRdsns8fHo,10
6M2wGYbG1Ws,2
UFSfncJjzvA,6
Nw7arFqq3QM,5
yBN2PYWVjrE,17
U-j-jDTyVWM,0
7Zmnap6VzK8,6
Nny6QFbtr98,0
I4VLyZmHCXk,16
xHfB0TTF2rY,4
oq1YkgVOHDM,12
zC7Z65CGUBw,6
J847OoXWmmo,14
ZpdcVLaUkEw,6
jygmISor9cY,2
4Pe6oBSxWjY,17
dRuW1dumccs,2
mggAAKzd3po,8
diT0blYib8A,0
Qo4qBTv708Q,5
DABLQ81E8fk,15
PSrkOYG8fk4,5
FwUSUs7HOmw,18
Rve71fbkCV4,5
0pLgBUiCmmM,7
WGAVLxNLsJ8,10
DkJZQHMXO1U,2
O5bKu6wT5z8,10
jCwBygetMzE,10
myDonGrkuYk,6
jrH0cJydlRc,0
e1vZtdUXknw,17
85ZDRv7Lxb0,12
2nochCAHa3c,6
HMO0Rxzqg9E,6
VD31SnJSnLs,5
D-Wt4ArgVUM,19
nkepaJ5XcR8,14
ZEBoOr12BrI,11
vxhurRSZ9Ks,18
dxFesdaO0ic,16
dyaZWw5SNPo,0
xxVEfbpkJmw,14
Qs36RgT4LrY,12
nEVwZYkLdbg,9
I8-UrRPXTJA,1
dTSPlBISsBc,14
H0aQqogDGJ4,4
wKYPRyIgKuA,1
BCThBo2FFa0,11
VOiF58mdsss,15
fJ5hrUDpZ7s,2
dsAfbgcYjhk,6
xtTDgprs8Ug,15
5K9IB7h3BRc,4
I2iT6f2zpck,4
8DXmtGfXYWU,5
1qHIHD8yHyU,6
olm0Nv87sBQ,14
HAY4s-SOvs8,2
0wn-scH1HAs,11
yd-3wm-qhKo,1
yvUk5Sak0YA,8
onXWwmUiec8,16
Lv8UEJ5u0w4,14
EJtrzxFyf6E,14
oNDZWHVyRLo,10
0zlU5eNoQm0,15
-V2uLG7pjnc,4
2y7lmZ6efAc,8
wUd00HlWM7k,4
TCETNKz0OfE,4
LxqjGchCkS4,6
9ydGucfp-8g,15
dMebsBMIxJI,3
e2dqMB5UNB0,2
HEarjmqWevA,3
ljWQJvYiGC8,8
5G29f2IsjxI,4
DZnMppjTVS8,15
c2WyxV0dxjo,4
x9dBr4qVp-0,1
oVxyRMYyTpk,1
sCTB47xBzA8,9
9zEzs7RcqjI,2
mfcKjFjLBXg,5
mr2LNc05XWc,2
seKNK1mrxsM,4
GE6VNtvFcIQ,11
LaFpwiMEuUI,16
TmEtVALLOec,8
jI2R37Ri9r4,9
Gf8qb3-IeRw,15
dxZtEOg07-4,6
4IJWq0OxWbM,12
Fi9PuUp5uQI,0
BA3LWXaNjwQ,17
6yww9Nk5L40,3
N6yHprPU61M,11
5FDAC4Iw254,7
xw4PaWBqP58,5
RwIAqV-xjxs,4
wixQQ1egoC8,18
kZkzTfq71C0,6
3-HhiBlR7LQ,18
cjgARQdHvtI,0
3UHYXeFMeRM,3
u6BxIfhtjRk,12
l9O3q-cIbH4,5
7GE-5t2RjYU,16
RrFtuiF4e-g,15
g5rsRwja49U,2
MKXqd8Xnenw,5
7Y6AN6eIucQ,9
vZl66U9LKq4,18
ie1eewuP2Kw,2
pj5kzkFeD7I,0
Knv-yx0qHmE,7
uwVGDEAznqk,17
KOt3h7L-ENs,7
oSKjZGuXMoE,2
gclEOAYqgCU,16
nKC0vCDSfH8,16
s1spJQTVtyw,16
s7HHyAN60qI,8
qEPiIpBMp70,5
TW-oY9WjYy4,3
PqWiEO5K6IM,6
oIQIWAE13WY,15
wgLCWCaVpRI,12
yVVpSV71MU0,0
r8E8fljCSw4,19
x1xxK3CRMsc,2
-1MXpPymXFU,6
wi4RBMg7XFM,14
1xpJzExDOhc,11
IVVHSHuKuCo,6
sg1Y2xJV83A,0
RpAnRVThB3o,16
aOCgUcyZXAc,1
sbrC3WbMd0w,7
fcEg5Z5X2JM,2
w8qMIbuh0ew,5
WkmRscQsWM0,14
gUYHs4wHyvc,11
1tisvV00duY,0
0PuKsTKNdJU,13
XA0McyDZXKo,12
LtvGJ4DpkB0,11
P6aCXwBy-9U,2
EbroT68tkrY,11
VrpvEP6FCGg,11
faUKMFmmd4o,5
yoq1jp7uHIY,5
EXQDnkca8z0,5
ESBGglJ9lKk,6
8AP2he781Cw,11
P8yUvsKJAFM,17
lGadT2rOZgU,15
YZKxAVhZFsQ,10
suKtzNEBXbg,10
ss6XPdrJXU4,8
rH7UycFJkXo,10
OHdvt2Z060c,8
5VWasepSoVo,14
mwPEC8Z7gUY,4
jUIhdIqp3to,12
voCIkvP528g,14
61krmGsc-J4,6
az4M7hqql5M,9
AWdUZ0rruFU,6
RHT-rWYFmng,11
Wtd0sa211X4,2
C2gZs2oB1r4,15
7o4fcWWICGY,0
61mTLeXBEH0,4
VjKWzvyZmKo,15
RUsMwMXeUoc,13
ahqpWffXimk,7
FxacQuNrMzw,5
43ODRF6-my0,10
lU2KmimJ0mQ,6
wHWyIFuO4IU,7
QmvNZTxHi-o,10
3hddZZOKePs,4
lRarsEmSXGA,0
nVAMEOkpSXI,4
DFR07wROizQ,12
1W2-thF1RX8,7
6UWuEN02k6w,2
U4pnFhFdTTM,12
1Tn9DHqThxg,15
BT7PWM2jgKA,13
bQTV9B5MNIo,13
x2kdovHwkKw,11
AyG7a7nrH0k,18
1He-OPxa7I0,16
Te8zyZexenI,17
uBD34TT6TQM,3
Nl1U8Q4BTrU,18
QTzZzvk2lkk,8
7XSRKxuXX4U,7
YMHm4wRm0ZI,2
W2AVjuY0yhA,13
FOFosuulEUU,15
e50Nu72XDjE,0
VfZSTmW0elk,2
nm2eUG5fBE0,7
-jCzeJH9SY4,0
wkOtjWQU9Tw,17
JFWikRau0jY,10
PakpCYuTz9I,11
eYtlJEhZtdk,1
DTWZhe352y8,8
k8Uhv0Zfz0U,3
OamKvzFLK7A,16
5Wv56QCoKyU,6
Do3HdswXKn0,5
PdRLxhEgo7Q,11
hSzjdwFTnqA,10
W5mkIYYn6TI,16
ioRcQBD8jPQ,15
nFapbQIw-88,0
1VnD0Ll75gg,7
pQEwWC70dJQ,6
P3OBz9HEYKw,6
xifgtCW8DvY,15
sP5tiPArFBo,1
c5-PBp04AQI,2
KP6ZKwbZrtY,16
ZWKtZlvT9oI,10
WuEYiPPygOY,19
hmIMS0R1Vkw,2
BLoAavfoxLo,4
wASM4SeiDDU,11
l08A9rDgT9Q,1
O30ffcbWLpY,13
13bPbBNB-mI,17
dznRFxgO2T8,19
hIAWThCa9Tw,14
Su4lmen8WZs,4
WmLCdMOAhcw,5
uCym2A7UT8A,12
B-NllEIfMug,4
7KS86AAuCfw,9
ETwEmT5KD-0,0
Fhr3g4ZhTME,2
